customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,segment
JM-155804,1,5,305.0,5,3,1,531,Potential Loyalist
JM-156551,216,10,5566.0,2,5,5,255,Can't Lose Them
JM-156552,159,8,6473.0,2,5,5,255,Can't Lose Them
JM-156553,48,11,3393.0,4,5,4,454,Champions
JM-156554,9,5,865.0,5,3,2,532,Potential Loyalist
JM-158651,69,6,4020.0,4,4,4,444,Loyal Customers
JM-158652,192,11,6585.0,2,5,5,255,Can't Lose Them
JM-158653,183,5,2613.0,2,3,4,234,Can't Lose Them
JM-158654,110,7,7624.0,3,4,5,345,Potential Loyalist
JM-161951,203,8,2539.0,2,5,4,254,Can't Lose Them
JM-161952,436,4,336.0,1,2,1,121,Lost
JM-161953,294,3,2117.0,2,2,3,223,At Risk
JM-161954,58,10,2834.0,4,5,4,454,Champions
JM-52501,7,3,1956.0,5,2,3,523,Others
JM-52502,135,2,467.0,3,1,1,311,Others
JM-52651,258,3,708.0,2,2,2,222,At Risk
JM-52652,121,1,424.0,3,1,1,311,Others
JM-55351,244,2,73.0,2,1,1,211,At Risk
JM-55352,640,3,774.0,1,2,2,122,Lost
JM-55801,50,3,715.0,4,2,2,422,Others
JM-55802,70,2,165.0,4,1,1,411,Others
JM-56551,123,6,2336.0,3,4,3,343,Potential Loyalist
JM-56552,513,1,1164.0,1,1,2,112,Lost
JM-56553,464,1,102.0,1,1,1,111,Lost
JM-58651,71,4,697.0,4,2,2,422,Others
JM-58652,764,1,349.0,1,1,1,111,Lost
JM-58653,162,1,498.0,2,1,1,211,At Risk
JM-61951,118,3,535.0,3,2,1,321,Others
JM-61952,13,5,666.0,5,3,2,532,Potential Loyalist
JO-151451,70,4,2538.0,4,2,4,424,Others
JO-151452,276,7,4024.0,2,4,4,244,Can't Lose Them
JO-151453,91,3,624.0,3,2,2,322,Others
JO-151454,58,9,3257.0,4,5,4,454,Champions
JO-152801,15,7,2069.0,5,4,3,543,Loyal Customers
JO-152802,401,1,886.0,1,1,2,112,Lost
JO-152803,211,7,2234.0,2,4,3,243,Can't Lose Them
JO-152804,93,6,1934.0,3,4,3,343,Potential Loyalist
JO-155501,72,5,1106.0,4,3,2,432,Potential Loyalist
JO-155502,133,4,756.0,3,2,2,322,Others
JO-155503,139,5,1050.0,3,3,2,332,Potential Loyalist
JO-155504,216,5,1092.0,2,3,2,232,At Risk
JO-51451,260,3,2255.0,2,2,3,223,At Risk
JO-51452,6,3,650.0,5,2,2,522,Others
JO-52801,20,4,1696.0,5,2,3,523,Others
JO-55501,13,4,1880.0,5,2,3,523,Others
JO-55502,78,5,2325.0,3,3,3,333,Potential Loyalist
JP-154601,81,6,4266.0,3,4,4,344,Potential Loyalist
JP-154602,311,7,3163.0,2,4,4,244,Can't Lose Them
JP-154603,37,6,1818.0,4,4,3,443,Loyal Customers
JP-154604,38,7,1669.0,4,4,3,443,Loyal Customers
JP-155201,147,4,3872.0,3,2,4,324,Others
JP-155202,206,7,4867.0,2,4,5,245,Can't Lose Them
JP-155203,63,8,4055.0,4,5,4,454,Champions
JP-155204,9,7,3638.0,5,4,4,544,Champions
JP-161351,57,11,4659.0,4,5,5,455,Champions
JP-161352,192,10,2948.0,2,5,4,254,Can't Lose Them
JP-161353,44,4,849.0,4,2,2,422,Others
JP-161354,103,9,1706.0,3,5,3,353,Potential Loyalist
JP-54601,387,1,113.0,1,1,1,111,Lost
JP-54602,189,1,503.0,2,1,1,211,At Risk
JP-54603,420,8,2680.0,1,5,4,154,Can't Lose Them
JP-55201,584,1,1213.0,1,1,2,112,Lost
JP-55202,644,1,133.0,1,1,1,111,Lost
JP-55203,113,2,881.0,3,1,2,312,Others
JP-61351,87,3,231.0,3,2,1,321,Others
JP-61352,27,5,4201.0,5,3,4,534,Potential Loyalist
JR-156701,582,5,5919.0,1,3,5,135,Can't Lose Them
JR-156702,13,8,3510.0,5,5,4,554,Champions
JR-156703,234,5,2753.0,2,3,4,234,Can't Lose Them
JR-156704,594,2,1157.0,1,1,2,112,Lost
JR-157001,71,6,5295.0,4,4,5,445,Champions
JR-157002,8,3,1538.0,5,2,3,523,Others
JR-157003,80,8,1873.0,3,5,3,353,Potential Loyalist
JR-157004,69,1,864.0,4,1,2,412,Others
JR-162101,66,5,6360.0,4,3,5,435,Potential Loyalist
JR-162102,19,7,1888.0,5,4,3,543,Loyal Customers
JR-162103,106,4,2141.0,3,2,3,323,Others
JR-162104,34,5,2202.0,4,3,3,433,Potential Loyalist
JR-56701,602,2,1480.0,1,1,3,113,At Risk
JR-56702,129,4,1106.0,3,2,2,322,Others
JR-57001,14,3,1409.0,5,2,3,523,Others
JR-57002,416,3,263.0,1,2,1,121,Lost
JR-62101,38,3,617.0,4,2,2,422,Others
JR-62102,499,1,169.0,1,1,1,111,Lost
JR-62103,563,2,248.0,1,1,1,111,Lost
JS-155951,159,4,5975.0,2,2,5,225,Can't Lose Them
JS-155952,48,6,1099.0,4,4,2,442,Loyal Customers
JS-155953,6,4,845.0,5,2,2,522,Others
JS-155954,120,4,1418.0,3,2,3,323,Others
JS-156851,41,7,7329.0,4,4,5,445,Champions
JS-156852,193,7,1746.0,2,4,3,243,Can't Lose Them
JS-156853,156,8,4132.0,2,5,4,254,Can't Lose Them
JS-156854,43,4,1130.0,4,2,2,422,Others
JS-158801,146,6,3345.0,3,4,4,344,Potential Loyalist
JS-158802,12,6,2373.0,5,4,3,543,Loyal Customers
JS-158803,199,3,858.0,2,2,2,222,At Risk
JS-158804,535,5,3868.0,1,3,4,134,Can't Lose Them
JS-159401,1080,1,22.0,1,1,1,111,Lost
JS-159402,6,5,2143.0,5,3,3,533,Potential Loyalist
JS-159403,239,4,1243.0,2,2,2,222,At Risk
JS-159404,464,5,471.0,1,3,1,131,At Risk
JS-160301,147,14,13219.0,3,5,5,355,Potential Loyalist
JS-160302,141,7,1146.0,3,4,2,342,Potential Loyalist
JS-160303,22,5,2337.0,5,3,3,533,Potential Loyalist
JS-160304,29,6,2519.0,5,4,3,543,Loyal Customers
JS-55951,1031,2,59.0,1,1,1,111,Lost
JS-55952,1218,1,138.0,1,1,1,111,Lost
JS-55953,680,3,608.0,1,2,2,122,Lost
JS-56851,143,2,263.0,3,1,1,311,Others
JS-56852,276,3,1681.0,2,2,3,223,At Risk
JS-58801,209,3,973.0,2,2,2,222,At Risk
JS-58802,300,3,772.0,2,2,2,222,At Risk
JS-59401,135,3,755.0,3,2,2,322,Others
JS-59402,24,1,17.0,5,1,1,511,Others
JS-59403,202,9,2158.0,2,5,3,253,Can't Lose Them
JS-60301,219,2,1122.0,2,1,2,212,At Risk
JS-60302,703,1,431.0,1,1,1,111,Lost
JS-60303,870,1,19.0,1,1,1,111,Lost
JW-152201,13,11,7827.0,5,5,5,555,Champions
JW-152202,15,12,6622.0,5,5,5,555,Champions
JW-152203,17,5,933.0,5,3,2,532,Potential Loyalist
JW-152204,43,6,7722.0,4,4,5,445,Champions
JW-159551,82,8,4628.0,3,5,5,355,Potential Loyalist
JW-159552,125,8,4086.0,3,5,4,354,Potential Loyalist
JW-159553,133,7,683.0,3,4,2,342,Potential Loyalist
JW-159554,6,7,1245.0,5,4,2,542,Loyal Customers
JW-160751,2,9,7352.0,5,5,5,555,Champions
JW-160752,117,7,8113.0,3,4,5,345,Potential Loyalist
JW-160753,261,5,2959.0,2,3,4,234,Can't Lose Them
JW-160754,462,4,1428.0,1,2,3,123,At Risk
JW-52201,187,2,6173.0,2,1,5,215,Can't Lose Them
JW-52202,101,4,1011.0,3,2,2,322,Others
JW-59551,927,1,249.0,1,1,1,111,Lost
JW-59552,107,1,58.0,3,1,1,311,Others
JW-60751,631,3,644.0,1,2,2,122,Lost
JW-60752,267,1,102.0,2,1,1,211,At Risk
KA-165251,30,12,5763.0,5,5,5,555,Champions
KA-165252,17,9,7068.0,5,5,5,555,Champions
KA-165253,42,7,3039.0,4,4,4,444,Loyal Customers
KA-165254,37,7,1520.0,4,4,3,443,Loyal Customers
KA-65251,292,4,407.0,2,2,1,221,At Risk
KA-65252,94,3,1022.0,3,2,2,322,Others
KB-162401,97,5,2930.0,3,3,4,334,Potential Loyalist
KB-162402,34,8,1158.0,4,5,2,452,Loyal Customers
KB-162403,6,7,2661.0,5,4,4,544,Champions
KB-162404,5,7,3152.0,5,4,4,544,Champions
KB-163151,3,8,5181.0,5,5,5,555,Champions
KB-163152,69,7,3956.0,4,4,4,444,Loyal Customers
KB-163153,933,5,3834.0,1,3,4,134,Can't Lose Them
KB-163154,297,9,1568.0,2,5,3,253,Can't Lose Them
KB-164051,20,11,6075.0,5,5,5,555,Champions
KB-164052,96,6,5858.0,3,4,5,345,Potential Loyalist
KB-164053,42,8,946.0,4,5,2,452,Loyal Customers
KB-164054,118,3,909.0,3,2,2,322,Others
KB-165851,253,6,8274.0,2,4,5,245,Can't Lose Them
KB-165852,94,5,4440.0,3,3,5,335,Potential Loyalist
KB-165853,541,4,926.0,1,2,2,122,Lost
KB-165854,231,12,2745.0,2,5,4,254,Can't Lose Them
KB-166001,87,8,5897.0,3,5,5,355,Potential Loyalist
KB-166002,87,4,598.0,3,2,2,322,Others
KB-166003,2,6,2818.0,5,4,4,544,Champions
KB-166004,2,7,984.0,5,4,2,542,Loyal Customers
KB-62401,318,3,868.0,2,2,2,222,At Risk
KB-62402,202,4,1077.0,2,2,2,222,At Risk
KB-63151,392,5,1109.0,1,3,2,132,At Risk
KB-63152,23,6,1846.0,5,4,3,543,Loyal Customers
KB-64051,388,3,239.0,1,2,1,121,Lost
KB-65851,372,2,217.0,1,1,1,111,Lost
KB-66001,10,6,608.0,5,4,2,542,Loyal Customers
KB-66002,856,1,29.0,1,1,1,111,Lost
KB-66003,64,4,531.0,4,2,1,421,Others
KC-162551,62,8,3037.0,4,5,4,454,Champions
KC-162552,45,3,1439.0,4,2,3,423,Others
KC-162553,62,10,2725.0,4,5,4,454,Champions
KC-162554,408,6,2122.0,1,4,3,143,Can't Lose Them
KC-165401,43,6,6689.0,4,4,5,445,Champions
KC-165402,42,6,1721.0,4,4,3,443,Loyal Customers
KC-165403,54,9,6577.0,4,5,5,455,Champions
KC-165404,98,4,3908.0,3,2,4,324,Others
KC-166751,3,4,1752.0,5,2,3,523,Others
KC-166752,100,8,7362.0,3,5,5,355,Potential Loyalist
KC-166753,300,7,3272.0,2,4,4,244,Can't Lose Them
KC-166754,58,4,1145.0,4,2,2,422,Others
KC-62551,540,3,698.0,1,2,2,122,Lost
KC-62552,58,5,395.0,4,3,1,431,Potential Loyalist
KC-65401,38,3,175.0,4,2,1,421,Others
KC-65402,34,4,331.0,4,2,1,421,Others
KC-66751,721,1,19.0,1,1,1,111,Lost
KC-66752,20,2,373.0,5,1,1,511,Others
KD-162701,37,9,7873.0,4,5,5,455,Champions
KD-162702,107,7,3562.0,3,4,4,344,Potential Loyalist
KD-162703,40,8,3488.0,4,5,4,454,Champions
KD-162704,485,5,8282.0,1,3,5,135,Can't Lose Them
KD-163451,210,4,5411.0,2,2,5,225,Can't Lose Them
KD-163452,132,4,3658.0,3,2,4,324,Others
KD-163453,1393,1,201.0,1,1,1,111,Lost
KD-163454,42,6,1889.0,4,4,3,443,Loyal Customers
KD-164951,47,10,9576.0,4,5,5,455,Champions
KD-164952,56,10,5900.0,4,5,5,455,Champions
KD-164953,239,4,1336.0,2,2,2,222,At Risk
KD-164954,113,12,8184.0,3,5,5,355,Potential Loyalist
KD-166151,444,4,1042.0,1,2,2,122,Lost
KD-166152,126,7,6685.0,3,4,5,345,Potential Loyalist
KD-166153,76,8,2376.0,4,5,3,453,Loyal Customers
KD-166154,290,5,2245.0,2,3,3,233,At Risk
KD-62701,812,1,813.0,1,1,2,112,Lost
KD-63451,58,4,364.0,4,2,1,421,Others
KD-63452,76,2,173.0,4,1,1,411,Others
KD-64951,399,2,938.0,1,1,2,112,Lost
KD-64952,713,2,517.0,1,1,1,111,Lost
KD-66151,187,3,205.0,2,2,1,221,At Risk
KE-164201,150,13,3589.0,3,5,4,354,Potential Loyalist
KE-164202,427,4,1983.0,1,2,3,123,At Risk
KE-164203,117,6,5671.0,3,4,5,345,Potential Loyalist
KE-164204,27,8,1686.0,5,5,3,553,Loyal Customers
KE-64201,252,3,573.0,2,2,2,222,At Risk
KE-64202,1281,1,51.0,1,1,1,111,Lost
KF-162851,49,3,2166.0,4,2,3,423,Others
KF-162852,38,6,1326.0,4,4,2,442,Loyal Customers
KF-162853,479,5,1070.0,1,3,2,132,At Risk
KF-162854,98,7,10606.0,3,4,5,345,Potential Loyalist
KF-62851,776,3,291.0,1,2,1,121,Lost
KF-62852,33,6,2808.0,5,4,4,544,Champions
KH-163301,17,11,9625.0,5,5,5,555,Champions
KH-163302,437,4,1544.0,1,2,3,123,At Risk
KH-163303,426,3,563.0,1,2,2,122,Lost
KH-163304,41,8,3313.0,4,5,4,454,Champions
KH-163601,51,8,4062.0,4,5,4,454,Champions
KH-163602,175,4,864.0,2,2,2,222,At Risk
KH-163603,6,10,1958.0,5,5,3,553,Loyal Customers
KH-163604,2,6,3102.0,5,4,4,544,Champions
KH-165101,145,8,6705.0,3,5,5,355,Potential Loyalist
KH-165102,37,7,1409.0,4,4,3,443,Loyal Customers
KH-165103,226,4,1277.0,2,2,2,222,At Risk
KH-165104,23,7,5954.0,5,4,5,545,Champions
KH-166301,44,4,274.0,4,2,1,421,Others
KH-166302,9,8,1434.0,5,5,3,553,Loyal Customers
KH-166303,28,6,1597.0,5,4,3,543,Loyal Customers
KH-166304,59,9,3920.0,4,5,4,454,Champions
KH-166901,134,11,4562.0,3,5,5,355,Potential Loyalist
KH-166902,103,14,4761.0,3,5,5,355,Potential Loyalist
KH-166903,36,7,2844.0,4,4,4,444,Loyal Customers
KH-166904,3,7,5991.0,5,4,5,545,Champions
KH-63301,103,6,1311.0,3,4,2,342,Potential Loyalist
KH-63302,20,7,2058.0,5,4,3,543,Loyal Customers
KH-63601,119,4,1616.0,3,2,3,323,Others
KH-63602,101,3,608.0,3,2,2,322,Others
KH-65101,16,5,1473.0,5,3,3,533,Potential Loyalist
KH-65102,502,2,72.0,1,1,1,111,Lost
KH-66301,938,1,340.0,1,1,1,111,Lost
KH-66302,327,4,1456.0,2,2,3,223,At Risk
KH-66901,239,3,405.0,2,2,1,221,At Risk
KH-66902,1272,1,52.0,1,1,1,111,Lost
KH-66903,269,3,1241.0,2,2,2,222,At Risk
KL-165551,16,5,1796.0,5,3,3,533,Potential Loyalist
KL-165552,122,7,2771.0,3,4,4,344,Potential Loyalist
KL-165553,86,6,2480.0,3,4,3,343,Potential Loyalist
KL-165554,17,8,5019.0,5,5,5,555,Champions
KL-166451,168,5,3364.0,2,3,4,234,Can't Lose Them
KL-166452,129,7,4556.0,3,4,5,345,Potential Loyalist
KL-166453,127,4,457.0,3,2,1,321,Others
KL-166454,48,12,14175.0,4,5,5,455,Champions
KL-65551,206,4,1401.0,2,2,3,223,At Risk
KL-65552,176,3,781.0,2,2,2,222,At Risk
KL-66451,1,3,1340.0,5,2,2,522,Others
KL-66452,147,2,235.0,3,1,1,311,Others
KM-162251,1,8,5006.0,5,5,5,555,Champions
KM-162252,163,2,203.0,2,1,1,211,At Risk
KM-162253,230,2,282.0,2,1,1,211,At Risk
KM-162254,15,6,2261.0,5,4,3,543,Loyal Customers
KM-163751,28,4,2191.0,5,2,3,523,Others
KM-163752,111,8,6772.0,3,5,5,355,Potential Loyalist
KM-163753,3,8,1813.0,5,5,3,553,Loyal Customers
KM-163754,57,8,5622.0,4,5,5,455,Champions
KM-166601,49,12,6362.0,4,5,5,455,Champions
KM-166602,114,7,3059.0,3,4,4,344,Potential Loyalist
KM-166603,323,5,909.0,2,3,2,232,At Risk
KM-166604,16,5,454.0,5,3,1,531,Potential Loyalist
KM-167201,115,3,5084.0,3,2,5,325,Others
KM-167202,343,5,2368.0,2,3,3,233,At Risk
KM-167203,108,7,1678.0,3,4,3,343,Potential Loyalist
KM-167204,29,8,4910.0,5,5,5,555,Champions
KM-62251,372,1,7.0,1,1,1,111,Lost
KM-62252,491,2,884.0,1,1,2,112,Lost
KM-63751,325,2,1355.0,2,1,2,212,At Risk
KM-63752,566,1,197.0,1,1,1,111,Lost
KM-63753,322,2,572.0,2,1,2,212,At Risk
KM-66601,31,1,19.0,5,1,1,511,Others
KM-66602,84,2,170.0,3,1,1,311,Others
KM-67201,350,3,2928.0,1,2,4,124,Can't Lose Them
KN-163901,209,9,6633.0,2,5,5,255,Can't Lose Them
KN-163902,150,5,7376.0,3,3,5,335,Potential Loyalist
KN-163903,63,6,2724.0,4,4,4,444,Loyal Customers
KN-163904,20,9,2618.0,5,5,4,554,Champions
KN-164501,38,10,8187.0,4,5,5,455,Champions
KN-164502,101,7,1685.0,3,4,3,343,Potential Loyalist
KN-164503,387,4,4252.0,1,2,4,124,Can't Lose Them
KN-164504,53,5,2171.0,4,3,3,433,Potential Loyalist
KN-167051,387,4,2614.0,1,2,4,124,Can't Lose Them
KN-167052,1113,3,548.0,1,2,2,122,Lost
KN-167053,664,4,441.0,1,2,1,121,Lost
KN-167054,99,8,2280.0,3,5,3,353,Potential Loyalist
KN-63901,756,1,117.0,1,1,1,111,Lost
KN-63902,274,2,201.0,2,1,1,211,At Risk
KN-64501,94,6,1221.0,3,4,2,342,Potential Loyalist
KN-64502,121,2,548.0,3,1,2,312,Others
KN-67051,1291,1,318.0,1,1,1,111,Lost
KN-67052,124,4,4514.0,3,2,5,325,Others
KS-163001,441,5,1979.0,1,3,3,133,At Risk
KS-163002,36,7,2051.0,4,4,3,443,Loyal Customers
KS-163003,307,6,984.0,2,4,2,242,Can't Lose Them
KS-163004,296,3,89.0,2,2,1,221,At Risk
KS-63001,472,3,113.0,1,2,1,121,Lost
KS-63002,107,1,109.0,3,1,1,311,Others
KT-164651,98,9,4421.0,3,5,5,355,Potential Loyalist
KT-164652,44,5,796.0,4,3,2,432,Potential Loyalist
KT-164653,69,11,7450.0,4,5,5,455,Champions
KT-164654,392,7,3058.0,1,4,4,144,Can't Lose Them
KT-164801,28,5,1271.0,5,3,2,532,Potential Loyalist
KT-164802,135,3,159.0,3,2,1,321,Others
KT-164803,546,2,170.0,1,1,1,111,Lost
KT-164804,101,10,4642.0,3,5,5,355,Potential Loyalist
KT-64651,1135,2,939.0,1,1,2,112,Lost
KT-64652,106,1,48.0,3,1,1,311,Others
KT-64653,185,4,545.0,2,2,1,221,At Risk
KT-64801,148,5,1720.0,3,3,3,333,Potential Loyalist
KT-64802,85,2,400.0,3,1,1,311,Others
KW-164351,27,3,1409.0,5,2,3,523,Others
KW-164352,269,10,7658.0,2,5,5,255,Can't Lose Them
KW-164353,83,5,1835.0,3,3,3,333,Potential Loyalist
KW-164354,97,5,4418.0,3,3,5,335,Potential Loyalist
KW-165701,23,12,5505.0,5,5,5,555,Champions
KW-165702,125,6,1717.0,3,4,3,343,Potential Loyalist
KW-165703,112,12,1585.0,3,5,3,353,Potential Loyalist
KW-165704,772,4,449.0,1,2,1,121,Lost
KW-64351,148,4,427.0,3,2,1,321,Others
KW-65701,49,2,549.0,4,1,2,412,Others
KW-65702,240,4,2028.0,2,2,3,223,At Risk
LA-167801,128,12,8091.0,3,5,5,355,Potential Loyalist
LA-167802,14,9,6678.0,5,5,5,555,Champions
LA-167803,84,2,832.0,3,1,2,312,Others
LA-167804,155,11,8674.0,2,5,5,255,Can't Lose Them
LA-67801,79,3,559.0,3,2,2,322,Others
LA-67802,2,9,3030.0,5,5,4,554,Champions
LB-167351,573,4,2161.0,1,2,3,123,At Risk
LB-167352,10,8,1780.0,5,5,3,553,Loyal Customers
LB-167353,44,14,8694.0,4,5,5,455,Champions
LB-167354,49,3,50.0,4,2,1,421,Others
LB-167951,224,9,8487.0,2,5,5,255,Can't Lose Them
LB-167952,40,6,8613.0,4,4,5,445,Champions
LB-167953,48,8,2504.0,4,5,3,453,Loyal Customers
LB-167954,153,8,4705.0,2,5,5,255,Can't Lose Them
LB-67351,138,3,743.0,3,2,2,322,Others
LB-67352,920,1,114.0,1,1,1,111,Lost
LB-67353,156,3,1041.0,2,2,2,222,At Risk
LB-67951,104,3,247.0,3,2,1,321,Others
LB-67952,57,5,1550.0,4,3,3,433,Potential Loyalist
LC-168701,215,6,4570.0,2,4,5,245,Can't Lose Them
LC-168702,495,3,1392.0,1,2,3,123,At Risk
LC-168703,106,4,1317.0,3,2,2,322,Others
LC-168704,28,8,2502.0,5,5,3,553,Loyal Customers
LC-168851,141,8,4867.0,3,5,5,355,Potential Loyalist
LC-168852,290,4,1506.0,2,2,3,223,At Risk
LC-168853,41,5,3025.0,4,3,4,434,Potential Loyalist
LC-168854,17,12,7662.0,5,5,5,555,Champions
LC-169301,106,7,2629.0,3,4,4,344,Potential Loyalist
LC-169302,50,7,2689.0,4,4,4,444,Loyal Customers
LC-169303,54,4,1848.0,4,2,3,423,Others
LC-169304,42,8,4492.0,4,5,5,455,Champions
LC-169601,80,5,4611.0,3,3,5,335,Potential Loyalist
LC-169602,62,8,3477.0,4,5,4,454,Champions
LC-169603,3,5,478.0,5,3,1,531,Potential Loyalist
LC-169604,437,4,3247.0,1,2,4,124,Can't Lose Them
LC-170501,108,5,1780.0,3,3,3,333,Potential Loyalist
LC-170502,5,6,4298.0,5,4,5,545,Champions
LC-170503,108,7,4760.0,3,4,5,345,Potential Loyalist
LC-170504,55,5,2096.0,4,3,3,433,Potential Loyalist
LC-171401,14,5,2287.0,5,3,3,533,Potential Loyalist
LC-171402,47,8,6100.0,4,5,5,455,Champions
LC-171403,45,8,2106.0,4,5,3,453,Loyal Customers
LC-171404,14,9,2060.0,5,5,3,553,Loyal Customers
LC-68701,105,2,294.0,3,1,1,311,Others
LC-68702,24,6,926.0,5,4,2,542,Loyal Customers
LC-68851,210,7,1711.0,2,4,3,243,Can't Lose Them
LC-68852,769,1,95.0,1,1,1,111,Lost
LC-68853,652,1,23.0,1,1,1,111,Lost
LC-69301,72,6,3984.0,4,4,4,444,Loyal Customers
LC-69302,292,3,1096.0,2,2,2,222,At Risk
LC-69601,413,4,1905.0,1,2,3,123,At Risk
LC-69602,192,4,583.0,2,2,2,222,At Risk
LC-70501,8,5,1909.0,5,3,3,533,Potential Loyalist
LC-70502,7,2,5284.0,5,1,5,515,Others
LC-71401,264,1,1309.0,2,1,2,212,At Risk
LC-71402,1157,1,922.0,1,1,2,112,Lost
LC-71403,17,4,725.0,5,2,2,522,Others
LD-168551,364,7,1475.0,1,4,3,143,Can't Lose Them
LD-168552,105,9,8109.0,3,5,5,355,Potential Loyalist
LD-168553,43,13,3770.0,4,5,4,454,Champions
LD-168554,553,1,5.0,1,1,1,111,Lost
LD-170051,85,9,5389.0,3,5,5,355,Potential Loyalist
LD-170052,120,8,1956.0,3,5,3,353,Potential Loyalist
LD-170053,50,6,2154.0,4,4,3,443,Loyal Customers
LD-170054,415,4,1963.0,1,2,3,123,At Risk
LD-68551,81,5,1703.0,3,3,3,333,Potential Loyalist
LD-68552,155,3,1119.0,2,2,2,222,At Risk
LD-70051,1211,1,61.0,1,1,1,111,Lost
LD-70052,44,1,19.0,4,1,1,411,Others
LD-70053,486,4,282.0,1,2,1,121,Lost
LE-168101,15,9,2499.0,5,5,3,553,Loyal Customers
LE-168102,82,8,5938.0,3,5,5,355,Potential Loyalist
LE-168103,295,1,521.0,2,1,1,211,At Risk
LE-168104,22,6,1469.0,5,4,3,543,Loyal Customers
LE-68101,64,6,1050.0,4,4,2,442,Loyal Customers
LF-171851,50,5,3870.0,4,3,4,434,Potential Loyalist
LF-171852,34,8,4989.0,4,5,5,455,Champions
LF-171853,476,2,76.0,1,1,1,111,Lost
LF-171854,23,7,3931.0,5,4,4,544,Champions
LF-71851,785,2,351.0,1,1,1,111,Lost
LF-71852,178,3,205.0,2,2,1,221,At Risk
LH-167501,48,4,646.0,4,2,2,422,Others
LH-167502,444,2,842.0,1,1,2,112,Lost
LH-167503,13,13,6172.0,5,5,5,555,Champions
LH-167504,152,3,288.0,3,2,1,321,Others
LH-169001,175,9,5730.0,2,5,5,255,Can't Lose Them
LH-169002,139,4,689.0,3,2,2,322,Others
LH-169003,177,7,3384.0,2,4,4,244,Can't Lose Them
LH-169004,22,9,2298.0,5,5,3,553,Loyal Customers
LH-170201,199,3,2632.0,2,2,4,224,Can't Lose Them
LH-170202,210,4,1361.0,2,2,2,222,At Risk
LH-170203,42,7,3880.0,4,4,4,444,Loyal Customers
LH-170204,240,4,318.0,2,2,1,221,At Risk
LH-171551,76,14,5667.0,4,5,5,455,Champions
LH-171552,573,4,6577.0,1,2,5,125,Can't Lose Them
LH-171553,735,2,78.0,1,1,1,111,Lost
LH-171554,386,9,1740.0,1,5,3,153,Can't Lose Them
LH-67501,758,2,312.0,1,1,1,111,Lost
LH-67502,126,3,433.0,3,2,1,321,Others
LH-69001,307,2,815.0,2,1,2,212,At Risk
LH-69002,1329,1,25.0,1,1,1,111,Lost
LH-70201,59,2,969.0,4,1,2,412,Others
LH-70202,1046,1,4.0,1,1,1,111,Lost
LH-71551,250,1,137.0,2,1,1,211,At Risk
LH-71552,850,1,152.0,1,1,1,111,Lost
LH-71553,128,6,2937.0,3,4,4,344,Potential Loyalist
LL-168401,118,5,2678.0,3,3,4,334,Potential Loyalist
LL-168402,212,8,4256.0,2,5,4,254,Can't Lose Them
LL-168403,27,7,1613.0,5,4,3,543,Loyal Customers
LL-168404,250,6,2740.0,2,4,4,244,Can't Lose Them
LL-68401,36,4,3082.0,4,2,4,424,Others
LL-68402,43,5,570.0,4,3,2,432,Potential Loyalist
LM-170651,85,7,5588.0,3,4,5,345,Potential Loyalist
LM-170652,390,2,1687.0,1,1,3,113,At Risk
LM-170653,191,4,628.0,2,2,2,222,At Risk
LM-170654,392,5,1347.0,1,3,2,132,At Risk
LM-70651,56,3,1616.0,4,2,3,423,Others
LM-70652,8,1,4665.0,5,1,5,515,Others
LO-171701,47,8,4683.0,4,5,5,455,Champions
LO-171702,115,10,3470.0,3,5,4,354,Potential Loyalist
LO-171703,120,5,2462.0,3,3,3,333,Potential Loyalist
LO-171704,3,5,644.0,5,3,2,532,Potential Loyalist
LO-71701,5,4,1349.0,5,2,2,522,Others
LO-71702,99,3,933.0,3,2,2,322,Others
LP-170801,76,5,2949.0,4,3,4,434,Potential Loyalist
LP-170802,56,7,1128.0,4,4,2,442,Loyal Customers
LP-170803,231,8,2799.0,2,5,4,254,Can't Lose Them
LP-170804,41,4,757.0,4,2,2,422,Others
LP-170951,78,8,4733.0,3,5,5,355,Potential Loyalist
LP-170952,363,4,1493.0,1,2,3,123,At Risk
LP-170953,20,7,5720.0,5,4,5,545,Champions
LP-170954,10,7,3654.0,5,4,4,544,Champions
LP-70801,244,4,1625.0,2,2,3,223,At Risk
LP-70802,185,3,207.0,2,2,1,221,At Risk
LP-70951,1,1,4.0,5,1,1,511,Others
LP-70952,577,1,238.0,1,1,1,111,Lost
LP-70953,117,2,769.0,3,1,2,312,Others
LR-169151,244,5,6098.0,2,3,5,235,Can't Lose Them
LR-169152,133,8,8429.0,3,5,5,355,Potential Loyalist
LR-169153,150,7,2765.0,3,4,4,344,Potential Loyalist
LR-169154,27,6,5143.0,5,4,5,545,Champions
LR-170351,55,6,4601.0,4,4,5,445,Champions
LR-170352,251,7,5989.0,2,4,5,245,Can't Lose Them
LR-170353,46,8,3652.0,4,5,4,454,Champions
LR-170354,133,5,1880.0,3,3,3,333,Potential Loyalist
LR-69151,1246,1,49.0,1,1,1,111,Lost
LR-69152,685,2,419.0,1,1,1,111,Lost
LR-70351,107,6,1864.0,3,4,3,343,Potential Loyalist
LR-70352,146,3,813.0,3,2,2,322,Others
LS-169451,221,4,4275.0,2,2,5,225,Can't Lose Them
